09:54:51 5040 N     
09:54:56 5000 N     
11:12:31 5000 A Pause    
11:12:36 5000 A Pause    
11:12:41 5000 A Pause    
11:12:46 5000 A Pause    
11:12:51 5000 A Pause    
11:12:56 5000 A Pause    
11:13:01 5000 A Pause    
11:13:06 5000 A Pause    
11:13:11 5000 A Pause    
11:13:16 5000 A Pause    
11:13:21 5000 A Pause    
11:13:26 5000 A Pause    
11:13:31 5000 A Pause    
11:13:36 5000 A Pause    
11:13:41 5000 A Pause    
11:13:46 5000 A Pause    
11:13:51 5000 A Pause    
11:13:56 5000 A Pause    
11:14:01 5000 A Pause    
11:14:06 5000 A Pause    
11:14:11 5000 A Pause    
11:14:16 5000 A Pause    
11:14:21 5000 A Pause    
11:14:26 5000 A Pause    
11:14:31 5000 A Pause    
11:14:36 5000 A Pause    
11:14:41 5000 A Pause    
11:14:46 5000 A Pause    
11:14:51 5000 A Pause    
11:14:56 5000 A Pause    
11:15:01 5000 A Pause    
11:15:06 5000 A Pause    
11:15:11 5000 A Pause    
11:15:16 5000 A Pause    
11:15:21 5000 A Pause    
11:15:26 5000 A Pause    
11:15:31 5000 A Pause    
11:15:36 5000 A Pause    
11:15:41 5000 A Pause    
11:15:46 5000 A Pause    
11:15:51 5000 A Pause    
11:15:56 5000 A Pause    
11:16:01 5000 A Pause    
11:16:06 5000 A Pause    
11:16:11 5000 A Pause    
11:16:16 5000 A Pause    
11:16:21 5000 A Pause    
11:16:26 5000 A Pause    
11:16:31 5000 A Pause    
11:16:36 5000 A Pause    
11:16:41 5000 A Pause    
11:16:46 5000 A Pause    
11:16:51 5000 A Pause    
11:16:56 5000 A Pause    
11:17:01 5000 A Pause    
11:17:06 5000 A Pause    
11:17:11 5000 A Pause    
11:17:16 5000 A Pause    
11:17:21 5000 A Pause    
11:17:26 5000 A Pause    
11:17:31 5000 A Pause    
11:17:36 5000 A Pause    
11:17:41 5000 A Pause    
11:17:46 5000 A Pause    
11:17:51 5000 A Pause    
11:17:56 5000 A Pause    
11:18:01 5000 A Pause    
11:18:06 5000 A Pause    
11:18:11 5000 A Pause    
11:18:16 5000 A Pause    
11:18:21 5000 A Pause    
11:18:26 5000 A Pause    
11:18:31 5000 A Pause    
11:18:36 5000 A Pause    
11:18:41 5000 A Pause    
11:18:46 5000 A Pause    
11:18:51 5000 A Pause    
11:18:56 5000 A Pause    
11:19:01 5000 A Pause    
11:19:06 5000 A Pause    
11:19:11 5000 A Pause    
11:19:16 5000 A Pause    
11:19:21 5000 A Pause    
11:19:26 5000 A Pause    
11:19:31 5000 A Pause    
11:19:36 5000 A Pause    
11:19:41 5000 A Pause    
11:19:46 5000 A Pause    
11:19:51 5000 A Pause    
11:19:56 5000 A Pause    
11:20:01 5000 A Pause    
11:20:06 5000 A Pause    
11:20:11 5000 A Pause    
11:20:16 5000 A Pause    
11:20:21 5000 A Pause    
11:20:26 5000 A Pause    
11:20:31 5000 A Pause    
11:20:36 5000 A Pause    
11:20:41 5000 A Pause    
11:20:46 5000 A Pause    
11:20:51 5000 A Pause    
11:20:56 5000 A Pause    
11:21:01 5000 A Pause    
11:21:06 5000 A Pause    
11:21:11 5000 A Pause    
11:21:16 5000 A Pause    
11:21:21 5000 A Pause    
11:21:26 5000 A Pause    
11:21:31 5000 A Pause    
11:21:36 5000 A Pause    
11:21:41 5000 A Pause    
11:21:46 5000 A Pause    
11:21:51 5000 A Pause    
11:21:56 5000 A Pause    
11:22:01 5000 A Pause    
11:22:06 5000 A Pause    
11:22:11 5000 A Pause    
11:22:16 5000 A Pause    
11:22:21 5000 A Pause    
11:22:26 5000 A Pause    
11:22:31 5000 A Pause    
11:22:36 5000 A Pause    
11:22:41 5000 A Pause    
11:22:46 5000 A Pause    
11:22:51 5000 A Pause    
11:22:56 5000 A Pause    
11:23:01 5000 A Pause    
11:23:06 5000 A Pause    
11:23:11 5000 A Pause    
11:23:16 5000 A Pause    
11:23:21 5000 A Pause    
11:23:26 5000 A Pause    
11:23:31 5000 A Pause    
11:23:36 5000 A Pause    
11:23:41 5000 A Pause    
11:23:46 5000 A Pause    
11:23:51 5000 A Pause    
11:23:56 5000 A Pause    
11:24:01 5000 A Pause    
11:24:06 5000 A Pause    
11:24:11 5000 A Pause    
11:24:16 5000 A Pause    
11:24:21 5000 A Pause    
11:24:26 5000 A Pause    
11:24:31 5000 A Pause    
11:24:36 5000 A Pause    
11:24:41 5000 A Pause    
11:24:46 5000 A Pause    
11:24:51 5000 A Pause    
11:24:56 5000 A Pause    
11:25:01 5000 A Pause    
11:25:06 5000 A Pause    
11:25:11 5000 A Pause    
11:25:16 5000 A Pause    
11:25:21 5000 A Pause    
11:25:26 5000 A Pause    
11:25:31 5000 A Pause    
11:25:36 5000 A Pause    
11:25:41 5000 A Pause    
11:25:46 5000 A Pause    
11:25:51 5000 A Pause    
11:25:56 5000 A Pause    
11:26:01 5000 A Pause    
11:26:06 5000 A Pause    
11:26:11 5000 A Pause    
11:26:16 5000 A Pause    
11:26:21 5000 A Pause    
11:26:26 5000 A Pause    
11:26:31 5000 A Pause    
11:26:36 5000 A Pause    
11:26:41 5000 A Pause    
11:26:46 5000 A Pause    
11:26:51 5000 A Pause    
11:26:56 5000 A Pause    
11:27:01 5000 A Pause    
11:27:06 5000 A Pause    
11:27:11 5000 A Pause    
11:27:16 5000 A Pause    
11:27:21 5000 A Pause    
11:27:26 5000 A Pause    
11:27:31 5000 A Pause    
11:27:36 5000 A Pause    
11:27:41 5000 A Pause    
11:27:46 5000 A Pause    
11:27:51 5000 A Pause    
11:27:56 5000 A Pause    
11:28:01 5000 A Pause    
11:28:06 5000 A Pause    
11:28:11 5000 A Pause    
11:28:16 5000 A Pause    
11:28:21 5000 A Pause    
11:28:26 5000 A Pause    
11:28:31 5000 A Pause    
11:28:36 5000 A Pause    
11:28:41 5000 A Pause    
11:28:46 5000 A Pause    
11:28:51 5000 A Pause    
11:28:56 5000 A Pause    
11:29:01 5000 A Pause    
11:29:06 5000 A Pause    
11:29:11 5000 A Pause    
11:29:16 5000 A Pause    
11:29:21 5000 A Pause    
11:29:26 5000 A Pause    
11:29:31 5000 A Pause    
11:29:36 5000 A Pause    
11:29:41 5000 A Pause    
11:29:46 5000 A Pause    
11:29:51 5000 A Pause    
11:29:56 5000 A Pause    
11:30:01 5000 A Pause    
11:30:06 5000 A Pause    
11:30:11 5000 A Pause    
11:30:16 5000 A Pause    
11:30:21 5000 A Pause    
11:30:26 5000 A Pause    
11:30:31 5000 A Pause    
11:30:36 5000 A Pause    
11:30:41 5000 A Pause    
11:30:46 5000 A Pause    
11:30:51 5000 A Pause    
11:30:56 5000 A Pause    
11:31:01 5000 A Pause    
11:31:06 5000 A Pause    
11:31:11 5000 A Pause    
11:31:16 5000 A Pause    
11:31:21 5000 A Pause    
11:31:26 5000 A Pause    
11:31:31 5000 A Pause    
11:31:36 5000 A Pause    
11:31:41 5000 A Pause    
11:31:46 5000 A Pause    
11:31:51 5000 A Pause    
11:31:56 5000 A Pause    
11:32:01 5000 A Pause    
11:32:06 5000 A Pause    
11:32:11 5000 A Pause    
11:32:16 5000 A Pause    
11:32:21 5000 A Pause    
11:32:26 5000 A Pause    
11:32:31 5000 A Pause    
11:32:36 5000 A Pause    
11:32:41 5000 A Pause    
11:32:46 5000 A Pause    
11:32:51 5000 A Pause    
11:32:56 5000 A Pause    
11:33:01 5000 A Pause    
11:33:06 5000 A Pause    
11:33:11 5000 A Pause    
11:33:16 5000 A Pause    
11:33:21 5000 A Pause    
11:33:26 5000 A Pause    
11:33:31 5000 A Pause    
11:33:36 5000 A Pause    
11:33:41 5000 A Pause    
11:33:46 5000 A Pause    
11:33:51 5000 A Pause    
11:33:56 5000 A Pause    
11:34:01 5000 A Pause    
11:34:06 5000 A Pause    
11:34:11 5000 A Pause    
11:34:16 5000 A Pause    
11:34:21 5000 A Pause    
11:34:26 5000 A Pause    
11:34:31 5000 A Pause    
11:34:36 5000 A Pause    
11:34:41 5000 A Pause    
11:34:46 5000 A Pause    
11:34:51 5000 A Pause    
11:34:56 5000 A Pause    
11:35:01 5000 A Pause    
11:35:06 5000 A Pause    
11:35:11 5000 A Pause    
11:35:16 5000 A Pause    
11:35:21 5000 A Pause    
11:35:26 5000 A Pause    
11:35:31 5000 A Pause    
11:35:36 5000 A Pause    
11:35:41 5000 A Pause    
11:35:46 5000 A Pause    
11:35:51 5000 A Pause    
11:35:56 5000 A Pause    
11:36:01 5000 A Pause    
11:36:06 5000 A Pause    
11:36:11 5000 A Pause    
11:36:16 5000 A Pause    
11:36:21 5000 A Pause    
11:36:26 5000 A Pause    
11:36:31 5000 A Pause    
11:36:36 5000 A Pause    
11:36:41 5000 A Pause    
11:36:46 5000 A Pause    
11:36:51 5000 A Pause    
11:36:56 5000 A Pause    
11:37:01 5000 A Pause    
11:37:06 5000 A Pause    
11:37:11 5000 A Pause    
11:37:16 5000 A Pause    
11:37:21 5000 A Pause    
11:37:26 5000 A Pause    
11:37:31 5000 A Pause    
11:37:36 5000 A Pause    
11:37:41 5000 A Pause    
11:37:46 5000 A Pause    
11:37:51 5000 A Pause    
11:37:56 5000 A Pause    
11:38:01 5000 A Pause    
11:38:06 5000 A Pause    
11:38:11 5000 A Pause    
11:38:16 5000 A Pause    
11:38:21 5000 A Pause    
11:38:26 5000 A Pause    
11:38:31 5000 A Pause    
11:38:36 5000 A Pause    
11:38:41 5000 A Pause    
11:38:46 5000 A Pause    
11:38:51 5000 A Pause    
11:38:56 5000 A Pause    
11:39:01 5000 A Pause    
11:39:06 5000 A Pause    
11:39:11 5000 A Pause    
11:39:16 5000 A Pause    
11:39:21 5000 A Pause    
11:39:26 5000 A Pause    
11:39:31 5000 A Pause    
11:39:36 5000 A Pause    
11:39:41 5000 A Pause    
11:39:46 5000 A Pause    
11:39:51 5000 A Pause    
11:39:56 5000 A Pause    
11:40:01 5000 A Pause    
11:40:06 5000 A Pause    
11:40:11 5000 A Pause    
11:40:16 5000 A Pause    
11:40:21 5000 A Pause    
11:40:26 5000 A Pause    
11:40:31 5000 A Pause    
11:40:36 5000 A Pause    
11:40:41 5000 A Pause    
11:40:46 5000 A Pause    
11:40:51 5000 A Pause    
11:40:56 5000 A Pause    
11:41:01 5000 A Pause    
11:41:06 5000 A Pause    
11:41:11 5000 A Pause    
11:41:16 5000 A Pause    
11:41:21 5000 A Pause    
11:41:26 5000 A Pause    
11:41:31 5000 A Pause    
11:41:36 5000 A Pause    
11:41:41 5000 A Pause    
11:41:46 5000 A Pause    
11:41:51 5000 A Pause    
11:41:56 5000 A Pause    
11:42:01 5000 A Pause    
11:42:06 5000 A Pause    
11:42:11 5000 A Pause    
11:42:16 5000 A Pause    
11:42:21 5000 A Pause    
11:42:26 5000 A Pause    
11:42:31 5000 A Pause    
11:42:36 5000 A Pause    
11:42:41 5000 A Pause    
11:42:46 5000 A Pause    
11:42:51 5000 A Pause    
11:42:56 5000 A Pause    
11:43:01 5000 A Pause    
11:43:06 5000 A Pause    
11:43:11 5000 A Pause    
11:43:16 5000 A Pause    
11:43:21 5000 A Pause    
11:43:26 5000 A Pause    
11:43:31 5000 A Pause    
11:43:36 5000 A Pause    
11:43:41 5000 A Pause    
11:43:46 5000 A Pause    
11:43:51 5000 A Pause    
11:43:56 5000 A Pause    
11:44:01 5000 A Pause    
11:44:06 5000 A Pause    
11:44:11 5000 A Pause    
11:44:16 5000 A Pause    
11:44:21 5000 A Pause    
11:44:26 5000 A Pause    
11:44:31 5000 A Pause    
11:44:36 5000 A Pause    
11:44:41 5000 A Pause    
11:44:46 5000 A Pause    
11:44:51 5000 A Pause    
11:44:56 5000 A Pause    
11:45:01 5000 A Pause    
11:45:06 5000 A Pause    
11:45:11 5000 A Pause    
11:45:16 5000 A Pause    
11:45:21 5000 A Pause    
11:45:26 5000 A Pause    
11:45:31 5000 A Pause    
11:45:36 5000 A Pause    
11:45:41 5000 A Pause    
11:45:46 5000 A Pause    
11:45:51 5000 A Pause    
11:45:56 5000 A Pause    
11:46:01 5000 A Pause    
11:46:06 5000 A Pause    
11:46:11 5000 A Pause    
11:46:16 5000 A Pause    
11:46:21 5000 A Pause    
11:46:26 5000 A Pause    
11:46:31 5000 A Pause    
11:46:36 5000 A Pause    
11:46:41 5000 A Pause    
11:46:46 5000 A Pause    
11:46:51 5000 A Pause    
11:46:56 5000 A Pause    
11:47:01 5000 A Pause    
11:47:06 5000 A Pause    
11:47:11 5000 A Pause    
11:47:16 5000 A Pause    
11:47:21 5000 A Pause    
11:47:26 5000 A Pause    
11:47:31 5000 A Pause    
11:47:36 5000 A Pause    
11:47:41 5000 A Pause    
11:47:46 5000 A Pause    
11:47:51 5000 A Pause    
11:47:56 5000 A Pause    
11:48:01 5000 A Pause    
11:48:06 5000 A Pause    
11:48:11 5000 A Pause    
11:48:16 5000 A Pause    
11:48:21 5000 A Pause    
11:48:26 5000 A Pause    
11:48:31 5000 A Pause    
11:48:36 5000 A Pause    
11:48:41 5000 A Pause    
11:48:46 5000 A Pause    
11:48:51 5000 A Pause    
11:48:56 5000 A Pause    
11:49:01 5000 A Pause    
11:49:06 5000 A Pause    
11:49:11 5000 A Pause    
11:49:16 5000 A Pause    
11:49:21 5000 A Pause    
11:49:26 5000 A Pause    
11:49:31 5000 A Pause    
11:49:36 5000 A Pause    
11:49:41 5000 A Pause    
11:49:46 5000 A Pause    
11:49:51 5000 A Pause    
11:49:56 5000 A Pause    
11:50:01 5000 A Pause    
11:50:06 5000 A Pause    
11:50:11 5000 A Pause    
11:50:16 5000 A Pause    
11:50:21 5000 A Pause    
11:50:26 5000 A Pause    
11:50:31 5000 A Pause    
11:50:36 5000 A Pause    
11:50:41 5000 A Pause    
11:50:46 5000 A Pause    
11:50:51 5000 A Pause    
11:50:56 5000 A Pause    
11:51:01 5000 A Pause    
11:51:06 5000 A Pause    
11:51:11 5000 A Pause    
11:51:16 5000 A Pause    
11:51:21 5000 A Pause    
11:51:26 5000 A Pause    
11:51:31 5000 A Pause    
11:51:36 5000 A Pause    
11:51:41 5000 A Pause    
11:51:46 5000 A Pause    
11:51:51 5000 A Pause    
11:51:56 5000 A Pause    
11:52:01 5000 A Pause    
11:52:06 5000 A Pause    
11:52:11 5000 A Pause    
11:52:16 5000 A Pause    
11:52:21 5000 A Pause    
11:52:26 5000 A Pause    
11:52:31 5000 A Pause    
11:52:36 5000 A Pause    
11:52:41 5000 A Pause    
11:52:46 5000 A Pause    
11:52:51 5000 A Pause    
11:52:56 5000 A Pause    
11:53:01 5000 A Pause    
11:53:06 5000 A Pause    
11:53:11 5000 A Pause    
11:53:16 5000 A Pause    
11:53:21 5000 A Pause    
11:53:26 5000 A Pause    
11:53:31 5000 A Pause    
11:53:36 5000 A Pause    
11:53:41 5000 A Pause    
11:53:46 5000 A Pause    
11:53:51 5000 A Pause    
11:53:56 5000 A Pause    
11:54:01 5000 A Pause    
11:54:06 5000 A Pause    
11:54:11 5000 A Pause    
11:54:16 5000 A Pause    
11:54:21 5000 A Pause    
11:54:26 5000 A Pause    
11:54:31 5000 A Pause    
11:54:36 5000 A Pause    
11:54:41 5000 A Pause    
11:54:46 5000 A Pause    
11:54:51 5000 A Pause    
11:54:56 5000 A Pause    
11:55:01 5000 A Pause    
11:55:06 5000 A Pause    
11:55:11 5000 A Pause    
11:55:16 5000 A Pause    
11:55:21 5000 A Pause    
11:55:26 5000 A Pause    
11:55:31 5000 A Pause    
11:55:36 5000 A Pause    
11:55:41 5000 A Pause    
11:55:46 5000 A Pause    
11:55:51 5000 A Pause    
11:55:56 5000 A Pause    
11:56:01 5000 A Pause    
11:56:06 5000 A Pause    
11:56:11 5000 A Pause    
11:56:16 5000 A Pause    
11:56:21 5000 A Pause    
11:56:26 5000 A Pause    
11:56:31 5000 A Pause    
11:56:36 5000 A Pause    
11:56:41 5000 A Pause    
11:56:46 5000 A Pause    
11:56:51 5000 A Pause    
11:56:56 5000 A Pause    
11:57:01 5000 A Pause    
11:57:06 5000 A Pause    
11:57:11 5000 A Pause    
11:57:16 5000 A Pause    
11:57:21 5000 A Pause    
11:57:26 5000 A Pause    
11:57:31 5000 A Pause    
11:57:36 5000 A Pause    
11:57:41 5000 A Pause    
11:57:46 5000 A Pause    
11:57:51 5000 A Pause    
11:57:56 5000 A Pause    
11:58:01 5000 A Pause    
11:58:06 5000 A Pause    
11:58:11 5000 A Pause    
11:58:16 5000 A Pause    
11:58:21 5000 A Pause    
11:58:26 5000 A Pause    
11:58:31 5000 A Pause    
11:58:36 5000 A Pause    
11:58:41 5000 A Pause    
11:58:46 5000 A Pause    
11:58:51 5000 A Pause    
11:58:56 5000 A Pause    
11:59:01 5000 A Pause    
11:59:06 5000 A Pause    
11:59:11 5000 A Pause    
11:59:16 5000 A Pause    
11:59:21 5000 A Pause    
11:59:26 5000 A Pause    
11:59:31 5000 A Pause    
11:59:36 5000 A Pause    
11:59:41 5000 A Pause    
11:59:46 5000 A Pause    
11:59:51 5000 A Pause    
11:59:56 5000 A Pause    
12:00:01 5000 A Pause    
12:00:06 5000 A Pause    
12:00:11 5000 A Pause    
12:00:16 5000 A Pause    
12:00:21 5000 A Pause    
12:00:26 5000 A Pause    
12:00:31 5000 A Pause    
12:00:36 5000 A Pause    
12:00:41 5000 A Pause    
12:00:46 5000 A Pause    
12:00:51 5000 A Pause    
12:00:56 5000 A Pause    
12:01:01 5000 A Pause    
12:01:06 5000 A Pause    
12:01:11 5000 A Pause    
12:01:16 5000 A Pause    
12:01:21 5000 A Pause    
12:01:26 5000 A Pause    
12:01:31 5000 A Pause    
12:01:36 5000 A Pause    
12:01:41 5000 A Pause    
12:01:46 5000 A Pause    
12:01:51 5000 A Pause    
12:01:56 5000 A Pause    
12:02:01 5000 A Pause    
12:02:06 5000 A Pause    
12:02:11 5000 A Pause    
12:02:16 5000 A Pause    
12:02:21 5000 A Pause    
12:02:26 5000 A Pause    
12:02:31 5000 A Pause    
12:02:36 5000 A Pause    
12:02:41 5000 A Pause    
12:02:46 5000 A Pause    
12:02:51 5000 A Pause    
12:02:56 5000 A Pause    
12:03:01 5000 A Pause    
12:03:06 5000 A Pause    
12:03:11 5000 A Pause    
12:03:16 5000 A Pause    
12:03:21 5000 A Pause    
12:03:26 5000 A Pause    
12:03:31 5000 A Pause    
12:03:36 5000 A Pause    
12:03:41 5000 A Pause    
12:03:46 5000 A Pause    
12:03:51 5000 A Pause    
12:03:56 5000 A Pause    
12:04:01 5000 A Pause    
12:04:06 5000 A Pause    
12:04:11 5000 A Pause    
12:04:16 5000 A Pause    
12:04:21 5000 A Pause    
12:04:26 5000 A Pause    
12:04:31 5000 A Pause    
12:04:36 5000 A Pause    
12:04:41 5000 A Pause    
12:04:46 5000 A Pause    
12:04:51 5000 A Pause    
12:04:56 5000 A Pause    
12:05:01 5000 A Pause    
12:05:06 5000 A Pause    
12:05:11 5000 A Pause    
12:05:16 5000 A Pause    
12:05:21 5000 A Pause    
12:05:26 5000 A Pause    
12:05:31 5000 A Pause    
12:05:36 5000 A Pause    
12:05:41 5000 A Pause    
12:05:46 5000 A Pause    
12:05:51 5000 A Pause    
12:05:56 5000 A Pause    
12:06:01 5000 A Pause    
12:06:06 5000 A Pause    
12:06:11 5000 A Pause    
12:06:16 5000 A Pause    
12:06:21 5000 A Pause    
12:06:26 5000 A Pause    
12:06:31 5000 A Pause    
12:06:36 5000 A Pause    
12:06:41 5000 A Pause    
12:06:46 5000 A Pause    
12:06:51 5000 A Pause    
12:06:56 5000 A Pause    
12:07:01 5000 A Pause    
12:07:06 5000 A Pause    
12:07:11 5000 A Pause    
12:07:16 5000 A Pause    
12:07:21 5000 A Pause    
12:07:26 5000 A Pause    
12:07:31 5000 A Pause    
12:07:36 5000 A Pause    
12:07:41 5000 A Pause    
12:07:46 5000 A Pause    
12:07:51 5000 A Pause    
12:07:56 5000 A Pause    
12:08:01 5000 A Pause    
12:08:06 5000 A Pause    
12:08:11 5000 A Pause    
12:08:16 5000 A Pause    
12:08:21 5000 A Pause    
12:08:26 5000 A Pause    
12:08:31 5000 A Pause    
12:08:36 5000 A Pause    
12:08:41 5000 A Pause    
12:08:46 5000 A Pause    
12:08:51 5000 A Pause    
12:08:56 5000 A Pause    
12:09:01 5000 A Pause    
12:09:06 5000 A Pause    
12:09:11 5000 A Pause    
12:09:16 5000 A Pause    
12:09:21 5000 A Pause    
12:09:26 5000 A Pause    
12:09:31 5000 A Pause    
12:09:36 5000 A Pause    
12:09:41 5000 A Pause    
12:09:46 5000 A Pause    
12:09:51 5000 A Pause    
12:09:56 5000 A Pause    
12:10:01 5000 A Pause    
12:10:06 5000 A Pause    
12:10:11 5000 A Pause    
12:10:16 5000 A Pause    
12:10:21 5000 A Pause    
12:10:26 5000 A Pause    
12:10:31 5000 A Pause    
12:10:36 5000 A Pause    
12:10:41 5000 A Pause    
12:10:46 5000 A Pause    
12:10:51 5000 A Pause    
12:10:56 5000 A Pause    
12:11:01 5000 A Pause    
12:11:06 5000 A Pause    
12:11:11 5000 A Pause    
12:11:16 5000 A Pause    
12:11:21 5000 A Pause    
12:11:26 5000 A Pause    
12:11:31 5000 A Pause    
12:11:36 5000 A Pause    
12:11:41 5000 A Pause    
12:11:46 5000 A Pause    
12:11:51 5000 A Pause    
12:11:56 5000 A Pause    
12:12:01 5000 A Pause    
12:12:06 5000 A Pause    
12:12:11 5000 A Pause    
12:12:16 5000 A Pause    
12:12:21 5000 A Pause    
12:12:26 5000 A Pause    
12:12:31 5000 A Pause    
12:12:36 5000 A Pause    
12:12:41 5000 A Pause    
12:12:46 5000 A Pause    
12:12:51 5000 A Pause    
12:12:56 5000 A Pause    
12:13:01 5000 A Pause    
12:13:06 5000 A Pause    
12:13:11 5000 A Pause    
12:13:16 5000 A Pause    
12:13:21 5000 A Pause    
12:13:26 5000 A Pause    
12:13:31 5000 A Pause    
12:13:36 5000 A Pause    
12:13:41 5000 A Pause    
12:13:46 5000 A Pause    
